Name,Status,Section,Activity,Term,Mode of Delivery,Interval,Days,Start Time,End Time,Section Comments,Requires In-Person Attendance,Total Seats Remaining:,Currently Registered:,General Seats Remaining:,Restricted Seats Remaining*:,Course URL
"MCKOWN, ATHENA",Full,FRST 200 101,Lecture,1,In-Person,,Mon Wed Fri,12:00,13:00,,Yes,0,185,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=101
"MCKOWN, ATHENA",,FRST 200 L01,Laboratory,1,In-Person,,Tue,8:00,10:00,,Yes,4,31,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L01
"MCKOWN, ATHENA",,FRST 200 L02,Laboratory,1,In-Person,,Tue,10:00,12:00,,Yes,2,33,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L02
"MCKOWN, ATHENA",Full,FRST 200 L03,Laboratory,1,In-Person,,Tue,12:00,14:00,,Yes,0,35,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L03
"MCKOWN, ATHENA",,FRST 200 L04,Laboratory,1,In-Person,,Thu,8:00,10:00,,Yes,12,23,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L04
"MCKOWN, ATHENA",,FRST 200 L05,Laboratory,1,In-Person,,Thu,10:00,12:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L05
"MCKOWN, ATHENA",,FRST 200 L06,Laboratory,1,In-Person,,Thu,12:00,14:00,,Yes,11,29,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=200&section=L06
"MCKOWN, ATHENA",Full,FRST 210 201,Lecture,2,In-Person,,Mon Wed Fri,9:00,10:00,Section Comments   This course is also open to non-Forestry students who meet the prerequisites.,Yes,0,182,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=201
"MCKOWN, ATHENA",,FRST 210 L01,Laboratory,2,In-Person,,Tue,8:00,10:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L01
"MCKOWN, ATHENA",Full,FRST 210 L02,Laboratory,2,In-Person,,Tue,10:00,12:00,,Yes,0,39,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L02
"MCKOWN, ATHENA",Full,FRST 210 L03,Laboratory,2,In-Person,,Tue,12:00,14:00,,Yes,0,36,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L03
"MCKOWN, ATHENA",Full,FRST 210 L04,Laboratory,2,In-Person,,Tue,14:00,16:00,,Yes,0,38,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L04
"MCKOWN, ATHENA",,FRST 210 L05,Laboratory,2,In-Person,,Tue,16:00,18:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L05
"MCKOWN, ATHENA",,FRST 399 001,Lecture,2,In-Person,,Wed,15:00,17:00,,Yes,1,64,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=399&section=001
"MCKOWN, ATHENA",,UFOR 316 101,Lecture,1,In-Person,,Tue Thu,9:30,11:30,,Yes,31,44,31,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=316&section=101
"MCLEAN, JOHN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1312099&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"MEITNER, MICHAEL",,CONS 340 101,Lecture,1,In-Person,,Mon Wed,12:00,13:00,"Section Comments  This course is open to non-Forestry students.  If you are a non-Forestry student and are missing the prerequisite (Frst 232), please contact the instructor (michael.meitner@ubc.ca).",Yes,27,88,27,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=340&section=101
"MEITNER, MICHAEL",,CONS 340 L01,Laboratory,1,In-Person,,Tue,15:30,17:30,,Yes,21,39,21,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=340&section=L01
"MEITNER, MICHAEL",,CONS 340 L02,Laboratory,1,In-Person,,Thu,17:00,19:00,,Yes,11,49,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=340&section=L02
"MEITNER, MICHAEL",Full,CONS 481 101,Lecture,1,In-Person,,Mon Wed,13:00,14:00,,Yes,0,118,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=481&section=101
"MEITNER, MICHAEL",,CONS 481 L01,Laboratory,1,In-Person,,Mon,17:00,19:00,,Yes,2,43,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=481&section=L01
"MEITNER, MICHAEL",,CONS 481 L02,Laboratory,1,In-Person,,Tue,12:30,14:30,,Yes,11,34,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=481&section=L02
"MEITNER, MICHAEL",Full,CONS 481 L03,Laboratory,1,In-Person,,Fri,13:00,15:00,,Yes,0,41,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=481&section=L03
"MEITNER, MICHAEL",,FRST 492 201,Lecture,2,In-Person,,Fri,11:00,14:00,,Yes,3,17,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=492&section=201
"MEITNER, MICHAEL",,FRST 524 901,Lecture,2,In-Person,,Fri,11:00,14:00,Section Comments  This course will meet with FRST 492.,Yes,8,1,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=524&section=901
"MENGHWANI, VIKAS",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1730968&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"MITCHELL, STEPHEN JARVIS",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1305259&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"MONTWE, DAVID",Full,FRST 305 101,Lecture,1,In-Person,,Mon Wed,12:00,13:30,,Yes,0,80,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=305&section=101
"MONTWE, DAVID",Full,FRST 305 L01,Laboratory,1,In-Person,,Mon,13:30,14:30,Section Comments  Please be advised that the lab section for FRST 305 alternates with the lab section for FRST 320.,Yes,0,80,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=305&section=L01
"MONTWE, DAVID",Restricted,FRST 557 101,Lecture,1,In-Person,,Mon Tue Fri,9:00,10:00,Section Comments  This is a restricted course.  Registration is for MSFM students only. Some full-day field trips on Fridays.,Yes,4,18,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=557&section=101
"MONTWE, DAVID",Restricted,FRST 557 L01,Laboratory,1,In-Person,,Tue Thu Fri,13:00,17:00,,Yes,7,18,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=557&section=L01
"MOORE, ROBERT DANIEL",,GEOS 503A 201,Seminar,2,In-Person,,Tue,14:00,17:00,,Yes,12,8,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEOS&course=503A&section=201
"MORENO GERALDES, ARMANDO",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1327057&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"MUIR, SARA",,CONS 210 101,Lecture,1,In-Person,,Tue Thu,15:30,17:00,"Section Comments  There are no prerequisites and it can be taken by Arts, Sciences, Education, Forestry, Engineering, Computer Science, and other students (recommended for 2nd year or higher). If you have questions, please contact the instructor.",Yes,27,183,27,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=210&section=101
"NELSON, HARRY WILLIAM",,CONS 449C 205,Lecture,2,In-Person,,Mon Wed,16:00,17:00,"Section Comments  This course is a Conservation Economics Course.Here is the course theme:  Members of a community have decided that they value a species, an ecosystem, waterway or grassland, or that their cultural or spiritual values are threatened by activities on a landscape. Ecologists have developed a model of the dynamics on this landscape and made recommendations. Now what? Conservation Economics develops the understanding of human behavior, trade-offs and incentives in problems related to environmental conservation. Using a problem-based approach to learning, we will use these tools to explore how members of a community can engage with the government and other local stakeholders to develop policies that incorporate the trade-offs involved in protecting species, ecosystem and landscape values. For the full syllabus please contact Forestry Student Services",Yes,25,0,25,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=449C&section=205
"NELSON, HARRY WILLIAM",,CONS 449C L05,Laboratory,2,In-Person,,Tue,15:00,17:00,,Yes,25,0,25,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=449C&section=L05
"NELSON, HARRY WILLIAM",,FRST 415 101,Lecture,1,In-Person,,Tue Thu,11:00,12:30,,Yes,32,68,32,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=415&section=101
"NELSON, HARRY WILLIAM",,FRST 507C 101,Lecture,1,In-Person,,Tue,13:30,16:30,"Section Comments  ""Climate Adaptation in Socio-Ecological Systems"". This grad course focuses on developing an understanding of key issues and concepts in climate adaptation of socio-ecological systems. We will explore the theory and evolution of adaptation and how adaptation can take place at different levels, both within organizations and within resource management systems. It will utilize existing case studies within forest management and tools such as climate vulnerability assessments to investigate the opportunities, challenges, and barriers to adaptation at these different levels. We will also explore strategies and practices used to manage climate impacts and risks. We will conclude by examining the institutional environment, including economic elements and policies that influence and affect climate and ~ adaptation actions.",Yes,11,9,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=507C&section=101
"NELSON, HARRY WILLIAM",Restricted,FRST 523 901,Lecture,1,In-Person,,Tue Thu,11:00,12:30,"Section Comments  FRST 523 is restricted to MSFM students only.  Lecture meets with FRST 415, lab is seperate for MSFM cohort.",Yes,4,18,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=523&section=901
"NELSON, HARRY WILLIAM",Restricted,FRST 523 T01,Tutorial,1,In-Person,,Wed,14:00,16:00,,Yes,4,18,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=523&section=T01
"NELSON, HARRY WILLIAM",Restricted,FRST 537C 201,Lecture,2,In-Person,,,,,"Section Comments  This course is Forest  and  Conservation Economics. RESTRICTED to MSFM students. Condensed schedule taught one week in each of Jan, Feb and March; details will be communicated prior to start date.  MEETS IN FSC 2430",Yes,5,15,0,5,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=537C&section=201
"NELSON, JOHN DOUGLAS",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=791060&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"NELSON, MARTHA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1921882&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"NESBITT, LORIEN",,FRST 521C 203,Lecture,2,In-Person,,Wed,13:00,15:00,"Section Comments  COURSE TITLE: Reflexive Research for a Complex World. Course description: How do our worldviews influence our research questions and processes? How can we engage ethically with diverse worldviews and knowledge systems within and outside of academia? What does it mean to conduct reflexive research that leverages insights and acknowledges limitations? This course covers the theory, concepts and applications of reflexive research processes and methods, with a focus on research that engages with the natural world. Students will interrogate their research paradigm and worldviews, develop a positionality statement, and reflexively develop questions, objectives, and methods for their research projects.",Yes,14,6,14,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=521C&section=203
"NESBITT, LORIEN",,UFOR 330 201,Lecture,2,In-Person,,Thu,12:30,14:00,,Yes,9,76,9,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=330&section=201
"NESBITT, LORIEN",,,Lecture,2,In-Person,,Thu,12:30,15:30,,Yes
"NG, DAVID",Restricted,ASIC 200 BA2,Lecture,2,In-Person,,Thu,18:00,21:00,Section Comments  This section of ASIC 200 is restricted to students in second-year Arts or Science (BA or BSC).The course will be held in Room 105 and associated facilities of the Michael Smith Building which is located on East Mall directly behind the UBC Bookstore. To access the waiting list conatct  Dr. Allen Sens at asens@mail.ubc.ca,Yes,23,42,0,23,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ASIC&course=200&section=BA2
"NG, DAVID",Restricted,BIOL 437 101,Laboratory,1,In-Person,,Thu,10:00,16:00,Section Comments  Scheduled in MSL 105,Yes,9,1,0,9,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=437&section=101
"NG, DAVID",Blocked,BOTA 544 101,Laboratory,1,In-Person,,Thu,10:00,16:00,"Section Comments  For registration, please contact Alice Liou, Botany graduate program coordinator, at alice.liou@botany.ubc.ca .Location: Room 105, Michael Smith Laboratories",Yes,5,1,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BOTA&course=544&section=101
"NG, DAVID",Blocked,FRST 503 101,Laboratory,1,In-Person,,Thu,10:00,16:00,"Section Comments  Contact instructor for permission to register and then email julie.morey@ubc.ca to complete registration for FRST section. Cross-listed (same-as)  BIOL 437, BOTA 544 and PLNT 540.",Yes,3,1,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=503&section=101
"NG, DAVID",Blocked,PATH 547 001,Laboratory,2,In-Person,,Thu,10:00,18:00,,Yes,5,5,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=PATH&course=547&section=001
"NG, DAVID",Blocked,PLNT 540 101,Laboratory,1,In-Person,,Thu,10:00,16:00,"Section Comments  For registration, please contact Shelley Small, Manager G and PS LFS at shelley.small@ubc.ca.    Location:  Room 105, Michael Smith Laboratories.",Yes,0,5,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=PLNT&course=540&section=101
"NIKOLAKIS, WILLIAM",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1862826&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"NIQUIDET, KURT",,FRE 530 002,Lecture,2,In-Person,,Mon Wed,17:30,19:00,Section Comments  Restricted to students registered in MFRE,Yes,21,19,21,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRE&course=530&section=002
"NIQUIDET, KURT",,FRE 530 L02,Laboratory,2,In-Person,,Wed,16:30,17:30,Section Comments  Restricted to students registered in MFRE,Yes,40,0,40,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRE&course=530&section=L02
"NIQUIDET, KURT",,FRST 318 201,Lecture,2,In-Person,,Tue Thu,18:00,19:30,Section Comments  This course is also open to non-Forestry students.  The distance education version of this course is Frst 319.,Yes,7,103,7,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=318&section=201
"NIQUIDET, KURT",,FRST 318 L01,Laboratory,2,In-Person,,Mon,15:00,17:00,,Yes,5,45,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=318&section=L01
"NIQUIDET, KURT",Full,FRST 318 L02,Laboratory,2,In-Person,,Wed,14:00,16:00,,Yes,0,44,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=318&section=L02
"NIQUIDET, KURT",,FRST 318 L03,Laboratory,2,In-Person,,Fri,10:00,12:00,,Yes,6,14,6,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=318&section=L03
"ODIC, DARKO",,PSYC 102 005,Lecture,2,In-Person,,Mon Wed Fri,11:00,12:00,Section Comments  30 STT ( Standard timetable) seats for Dental Hygiene prgm.,Yes,8,366,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=PSYC&course=102&section=005
"ODIC, DARKO",Blocked,PSYC 240A 001,Research,1,In-Person,,,,,Section Comments  Details regarding PSYC 240 can be found here:https://psych.ubc.ca/research/psyc240/,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=PSYC&course=240A&section=001
"ODIC, DARKO",Blocked,PSYC 240B 002,Research,1,In-Person,,,,,Section Comments  Details regarding PSYC 240 can be found here:https://psych.ubc.ca/research/psyc240/,Yes,0,35,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=PSYC&course=240B&section=002
